"mural_registration_id","artist_credit","artwork_title","media","year_installed","year_restored","location_description","street_address","zip","ward","affiliated_or_commissioning","description_of_artwork","community_areas","latitude","longitude","location"
"19438","Penny Pinch, Shawnimals, Carly Derec, Kathryn Eli, Cyd Smillie","Music You Can See","Paint","2022","N/A","4935-37 W Irving Park Rd","4935-37 W Irving Park Rd","60641","45","Arts Alive Chicago","Six Corners Association received a grant for the beautification of the Six Corners Business District. They passed that grant onto AAC with the goal of creating a mural for the 100' long brick wall on the west side of the 4935-37 Irving Park building. AAC contacted 5 local Artists and proposed a single mural on panels wherein each artist would showcase their trademark style in a somewhat loose narrative panorama. Penny Pinch, Shawnimals, Kathryn Eli, Carly Derec and Cyd Smillie each contributed to the mural.","45","41.95326366","-87.75131","POINT (-87.75131 41.95326366)"
"19401","Casey Van Loon","Lotus","Mosaic","2021",,"West Facing Wall","6351 N Lakewood","60660","48",,"The lotus flower merges design from different cultures to represent the diversity of Edgwater and utlizes bright vibrant colors to create a sense of joy.",,"41.99785221","-87.6628738","POINT (-87.6628738 41.99785221)"
"19278","Jeremy Novy","Koi",,"2019",,"Uptown Ace Hardware","4654 N Broadway","60640","46",,,,"41.96675345","-87.65849862","POINT (-87.65849862 41.96675345)"
"19284","Dwight White","Face Lift","Spray Paint","2019",,,"330 N MacChesney Court","60601","42","Chicago Loop Alliance","The face is designed to inspire viewers from the ground and from the hotel across the alley. From both, you have a clear point of view of the mural, it's colors and one of the most inspiring things we can see almost daily, the sky. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.",,"41.88761537","-87.62530112","POINT (-87.62530112 41.88761537)"
"19416","Max Sansing","Discover in Plain Site","Paint","2019",,,"1850 E 79th St","60617","8","MEAGAN MCNEAL ON BEHALF OF THE SOUTHEAST CHICAGO CHAMBER OF COMMERCE","MAX SANSING, 2019","43","41.75168051","-87.5788281","POINT (-87.5788281 41.75168051)"
"19396","Tony Passero","Adios","Paint","2021",,"East viaduct wall","3524 S Leavitt St","60609","12","DCASE","Indigenous Masks in front of a Yellow background.",,"41.82963829","-87.68029189","POINT (-87.68029189 41.82963829)"
"19333","Justus Roe","The Valley South","Acrylic and exterior latex paint","2019",,"North facing embankment wall","1551 S Blue Island Ave","60608","25",,"abstract landscape painting",,"41.86038369","-87.65883644","POINT (-87.65883644 41.86038369)"
"19428","Bruno Mosciaro (Bruno Big)","Bike-Family","Paint","2013",,"CTA viaduct wall","W Lunt Ave & N Glenwood Ave","60626","49",,"This mural was painted on the back wall of a new bike corral at the Lunt Ave. entrance of the Morse EL station on the CTA Red line.     The theme for the wall was a general call for Bicycle Transportation, and artist Bruno Carneiro Mosciaro, aka Bruno Big, an artist based in Rio De Janeiro, won the commission.     In ""Bike-­‐Family"", Bruno Big approached the theme of using Bicycles as a collective joyful experience and integrating people with the environment and among themselves. The idea of depicting a family riding a bicycle is also a way of transforming the model of families owning a car and this being the main source of transportation and demonstrating that the act of riding a bicycle can be fun.      Bruno Big works in a variety of media and is known for his vibrant colors and large forms that capture the subtle poetry of motion, the vivid pulse of life, and the dark mystery of death.","1","42.00857095","-87.66634558","POINT (-87.66634558 42.00857095)"
"19132","Cathy Cajandig and Ivan Watkins","Rhythms of the Park",,"1990",,"Armitage and Avers","3816 W Armitage Ave","60647","26","Chicago Public Art Group","Completed 1990. Artists Cathy Cajandig and Ivan Watkins. Rhythms of the Park cosists of two outdoor and one indoor mosaic panels. The artists worked with a youth team to design and create these panels; they illustrate the variety of sports, cultural, and musical interests of the park and its community members. From 1990","23","41.91732348","-87.72235908","POINT (-87.72235908 41.91732348)"
"19048","Chris Silva","With All Our Might",,"2013",,"Yollocalli (north wall)","2801 South Ridgeway","60623","22","Yollocalli Arts Reach","""With All of Our Might"" was created by Yollocalli teens with Artist Chris Silva in the summer of 2013 on Yollocalli's new home- the Little Village Boys & Girls Club.","32","41.84057466","-87.71820602","POINT (-87.71820602 41.84057466)"
"19016","Damon Reed and Siddha Webber","Donoghue School Mural",,"2009",,,"707 East 37th St","60653","4","Chicago Public Art Group","Artists Damon Reed and Siddha Webber. 2009. ""There is a Hero Within You"" is located at the Donoghue School. It depicts Martin Luther Jr. King and U.S. President Barack Obama. From 2009 (http://picasaweb.google.com/chicagopublicartgroup/2009?feat=embedwebsite)","2","41.82770517","-87.60847172","POINT (-87.60847172 41.82770517)"
"19164","Jill Arena and  Cyd Smillie","First Responders","Paint","2011",,"Sunnyside @ Milwukee","4508 N Milwaukee Ave","60630","45",,"""First Responders"" was designed by Jill Arena and painted by Cyd Smillie to commemorate the 10th anniversary of 9/11. It features the status of Liberty on a red background with a First Responder spraying a hose. It is on the south facing wall of 4508 N Miwaukee and on the day of its dedication the roll call for the firehouse across the street was held on site.","15","41.96262415","-87.75638065","POINT (-87.75638065 41.96262415)"
"19201","Gloria Talamantes","Las Magia De Luzia","Paint","2017",,,"33 E Congress","60605","4","Wabash Arts Corridor","(Photo Credit: Dan Rest) ""I created wispy butterfly wings that carry flowers adorned with motifs inspired by my roots and culture. The design inspiration comes from my family heirlooms-""carpetas tejidas"" the delicate and intricate original crocheted designs of my grandmother and great grandmother. After watching some of Luzia, I reflected on the massive red papel picado that was used to incubate the twirling dancer ascending in one of the scenes as flower petals fell. Upon first sight it immediately made me think of the many designs links that make up my grandmaï¿½s doilies. I allowed the connection to guide the process of the mural's details. The dripping effect is a direct reflection of the water scenes and rather than make it a focal point, I wanted to create a subtle resemblance to the water while keeping it connected to my graffiti roots. Drips are common and often the most enjoyable parts of ink tags and natural spray paint abstracts when doing stylized letters. It is important for me to stay true to my Mexican & Graffiti culture for the two has been an integral part of my life and visual art form. I want to honor and elevate them in ways that donï¿½t appropriate or erase the values or struggles that have endured through their evolution and survival.ï¿½ The Magia de Luzia was curated and organized by Columbia College Chicago as part of the Wabash Arts Corridor Street Level Public Art Exhibition, and sponsored by Cirque du Soleil in honor of the production LUZIA in Chicago, Illinois.","32","41.87557316","-87.62637611","POINT (-87.62637611 41.87557316)"
"19069","Sam Kirk and Sandra Antongiorgi","Weaving Cultures","Paint","2016",,"16th and Blue Island","1302 West 16th St","60608","25","Chicago Public Art Group",,"29","41.85983376","-87.65907732","POINT (-87.65907732 41.85983376)"
"19063","Maria Gaspar and Rahmaan Statik","We Are, Nosotros Somos...",,"2007",,"Little Village/Lawndale Paderewski School","2221 South Lawndale","60623","22","Chicago Public Art Group","2007. Maria Gaspar and Rahmaan Statik. This mural, part of the Safe Passages project, was created to address racial tension between the communities. From 2008 project images (http://picasaweb.google.com/chicagopublicartgroup/2008ProjectImages?authkey=uTfo_7ByYco&feat=embedwebsite)","32","41.85094816","-87.71726618","POINT (-87.71726618 41.85094816)"
"19179","Tatyana Fazlalizadeh","Stop Telling Women To Smile","Paint","2015",,,"801 S Wabash","60605","4","Wabash Arts Corridor","Tatyanaï¿½s newest mural in her ï¿½Step Telling Women To Smileï¿½ series.","32","41.87177833","-87.62578912","POINT (-87.62578912 41.87177833)"
"19444","Adrianne Hawthorne","For My Neighbors, With Love","Paint","2022",,"Under the Metra tracks on both the north and south walls","Ravenswood and Berteau Aves","60613","47","Ponnopozz Studio and Store","Located in Chicago’s 47th Ward, the Ravenswood neighborhood’s historic Industrial Corridor is a unique hub of creativity and craftsmanship. It is home to artist studios, trade schools, manufacturers, brewers, and makers of all kinds. The Union Pacific Railroad viaduct at Ravenswood and Berteau avenues serves as a gateway to this community. It’s the entrance to festivals like the Ravenswood ArtWalk and is prominently located along the Ravenswood Sculpture Garden. At it’s center shines For My Neighbors, With Love, a mural by local artist Ponnopozz (Adrianne Hawthorne).

""The Ravenswood Arts Corridor is a vibrant, diverse place. So many creatives come together here, whether
focused on traditional art forms like painting and sculpture, or brewing signature beers for the community
to enjoy. I want the shapes and colors in this mural to dance off the wall, to give life to the feelings of joy I
have because I’m a part of this community.

Art, especially public art, is a powerful thing. I want viewers of my mural to pause as they drive by, to stop walking and go up to the piece for a closer look. The mural I’ve created for my beloved Ravenswood embodies the wonder, joy, vibrancy, diversity, and strength I see in my fellow small businesses and neighbors."" - Adrianne Hawthorne","6","1927972.892","1163703.552","POINT (1163703.552 1927972.892)"
"19370","JC Rivera","Chicago Pride",,"2020",,"Waterhouse Tavern","3407 N Paulina St","60657","47","Lakeview Chamber of Commerce",,,"41.94356","-87.67097","POINT (-87.67097 41.94356)"
"19091","Marcos Rios","Las Puertas de Paseo Boricua","Paint and Mixed Media","2017",,"Division St between Western Ave and California Ave","2552 W Division St","60622","26","DCASE","Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.","25","41.90308236","-87.69155216","POINT (-87.69155216 41.90308236)"
"19112","John Pitman Weber and Bernard Williams","Urban Worlds at the Crossroads",,"1997",,"Kipp One Academy","730 N Pulaski Road","60651","37","Chicago Public Art Group","1997. Artists John Pitman Weber and Bernard Williams. This Mural depicts and celebrates the ethnic roots that cross through this area of the city -African American, Mexican, Puerto Rican, and Native American. In viewing the mural an individual is drawn to consider elements of family, culture, education and community development. This vibramt work of art speaks to all who travel the streets and cross the roads at Chicago and Pulaski. From 1997","24","41.89444828","-87.72620305","POINT (-87.72620305 41.89444828)"
"19255","Marry Tonnu","Letter D",,"2019",,,"1690 N Elston Ave","60642","2","24",,,"41.91290391","-87.66394498","POINT (-87.66394498 41.91290391)"
"19228","Hebru Brantley",,"Paint","2018",,,"1401 N Milwaukee Ave","60622","1",,,"24","41.90742564","-87.67262251","POINT (-87.67262251 41.90742564)"
"19323","Justus Roe","Hollywood","Acrylic and exterior latex paint","2017","2019","Redline underpass walls on Hollywood","1150-1130 Hollywood","60626","48",,"abstract landscape painting",,"41.98556984","-87.65938409","POINT (-87.65938409 41.98556984)"
"19338","Justus Roe","Racine","Acrylic and exterior latex paint","2019",,"East and West side of Racine underpass from 16th st north to 1550 s. Racine","1550 -1600 s. Racine","60612","25",,"abstract landscape painting",,"41.86011054","-87.65663713","POINT (-87.65663713 41.86011054)"
"19123","Green Star Movement","Woodlawn Gateway at 65th","Mosaic","2017",,"Viaduct at 65th Street and Dorchester Ave","6442 S Dorchester Ave","60637","20","DCASE",,"9","41.77759275","-87.59169546","POINT (-87.59169546 41.77759275)"
"19355","Rodney Duran","Street Queen",,"2020",,"Uptown Ace Hardware","4654 N Broadway","60640","46","Uptown United",,,"41.9666343","-87.6586209","POINT (-87.6586209 41.9666343)"
"19084","Jeff Zimmermann","Educacion: See y Know",,"1996",,"W 21st St & S Blue Island Ave","1517 West 21st St","60608","25","Chicago Public Art Group","Completed 1996. Artist Jeff Zimmermann. This mural, located in the Pilsen neighborhood at the st Pious Youth Center, was designed with the theme of education. Youth from the Pilsen community helped paint the mural. From 1996","33","41.85409025","-87.66431554","POINT (-87.66431554 41.85409025)"
"19310","Justus Roe","16th & Ashland","Acrylic and exterior latex paint","2013","2019","Embankment wall 1600-1540 w. 16th st at north east intersection of Ashland","1600 W 16th St","60608","25",,"abstract landscape painting",,"41.85971662","-87.66623522","POINT (-87.66623522 41.85971662)"
